timestep,nC,nsys,dC_normF,dC_rel,coupling_change,correction_rel,cap_cond,cap_smin,cap_smax,cap_rcond,cap_symres,woodbury_err,woodbury_relres,frozen_err,frozen_relres,fresh_err,fresh_relres,backslash_relres,t_woodbury_net,t_woodbury,t_woodbury_diag,t_frozen,t_fresh,cum_woodbury,cum_fresh
51,44,5864,6.8335457398902,1.39937484169845,1.23330450509463,1.10258721704203,329.49793390537,0.0557910953862919,18.3830506601006,0.000796997898244569,8.1145420426211e-16,8.93462167784908e-15,2.3881630677059e-14,1.10258721704203,1.34476367730313,0,1.09368765511841e-15,1.09368765511841e-15,0.00743,0.007854,0.000424,0.000389,0.026133,0.445444,1.153911
52,44,5864,6.78655773973867,1.38975262977851,1.21495536075346,1.1042555649039,338.078239347199,0.0543751372333028,18.3830506600973,0.000883698487132567,8.11599853754802e-16,8.23496044855413e-15,1.65419926147589e-14,1.1042555649039,1.35701585693978,0,1.13602256387783e-15,1.13602256387783e-15,0.008906,0.011691,0.001726,0.000404,0.024632,0.45435,1.178543
53,44,5864,6.73643678327312,1.37948885044792,1.20338444151912,1.10437230386053,345.83608717018,0.0531553858665108,18.3830506600952,0.000947473377685078,8.12076751602629e-16,6.58440629054155e-15,3.28015950330124e-14,1.10437230386053,1.37449601593045,0,1.03529156079331e-15,1.03529156079331e-15,0.007959,0.008486,0.000427,0.000382,0.028149,0.462309,1.206692
54,44,5864,6.76843582006801,1.38604161950132,1.20972835042304,1.10409282214078,331.832484089741,0.055398586761392,18.3830506600937,0.00078341926113377,8.11282427870443e-16,6.57095818494462e-15,2.31393813623974e-14,1.10409282214078,1.40690061268221,0,1.09396938397332e-15,1.09396938397332e-15,0.009409,0.014085,0.00448,0.00041,0.017576,0.471718,1.224268
55,44,5864,6.8926201070329,1.41147210222985,1.25182538998664,1.10297681880612,320.630692142412,0.0573340329251067,18.3830506600928,0.000811608498357195,8.11242662676922e-16,9.13256305728337e-15,1.55484097727739e-14,1.10297681880613,1.44576955987508,0,1.14026525910873e-15,1.14026525910873e-15,0.009227,0.009793,0.000421,0.00039,0.035384,0.480945,1.259652
56,44,5864,6.87260706693273,1.40737382793887,1.25127536456571,1.09855831268045,349.668429387232,0.0525728064506912,18.3830506600922,0.000874212798275033,8.11212451472174e-16,5.91330833499092e-15,2.84372632058112e-14,1.09855831268045,1.45744570307671,0,1.26517857203591e-15,1.26517857203591e-15,0.00898,0.009833,0.000853,0.000397,0.016041,0.489925,1.275693
57,44,5864,6.8262552518902,1.39788189413078,1.22905242518684,1.09506375803398,345.815007255428,0.0531586260700178,18.3830506600918,0.000959874139172183,8.11865885081943e-16,7.09762443031853e-15,1.5634370804619e-14,1.09506375803398,1.44232866519378,0,1.29131624507931e-15,1.29131624507931e-15,0.007449,0.008012,0.000466,0.00038,0.022715,0.497374,1.298408
58,44,5864,6.7966976446445,1.39182908150102,1.22375740065613,1.09287645202646,348.155635900676,0.052801243939466,18.3830506600915,0.000795026942962553,8.11700791631047e-16,9.57247377096203e-15,1.26485839717933e-14,1.09287645202647,1.41488340136978,0,1.27915967542145e-15,1.27915967542145e-15,0.006996,0.007408,0.000395,0.000377,0.022076,0.50437,1.320484
59,44,5864,6.74476368723703,1.38119403548068,1.19480035897151,1.09074722239726,390.358695046943,0.0470927147091744,18.3830506600913,0.000930294682307104,8.11459701717572e-16,7.64353959140537e-15,1.35302851049833e-14,1.09074722239726,1.38554347705517,0,1.24919628533887e-15,1.24919628533887e-15,0.007059,0.00746,0.000401,0.000378,0.03569,0.511429,1.356174
60,44,5864,6.82521796122907,1.39766947754502,1.21993834809045,1.08722548943749,341.076787763172,0.0538971027042026,18.3830506600912,0.000721681539763173,8.12097292236724e-16,9.12716107214676e-15,3.43780146103605e-14,1.08722548943749,1.36495964343909,0,1.1729915159269e-15,1.1729915159269e-15,0.007649,0.008072,0.00042,0.000381,0.020699,0.519078,1.376873
